公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址,公司網站內公司治理資訊專區網址,股本(億元)
3704,合勤投資控股股份有限公司,合勤控,通信網路業,－,新竹市公道五路2段363號3樓,28999503,朱順一,朱順一(執行長),卜嘉慶,協理,徐慶汛,03-5788838,2010/08/16,2010/08/16,新台幣                 10.0000元,4118539220,411853922,0,0,合併,每年,股東會,兆豐證券股份有限公司,02-33930898,台北市忠孝東路二段九十五號一樓,安侯建業聯合會計師事務所,黃海寧,于紀隆,Zyxel Group,"3F., No.363, Sec. 2, Gongdao 5th Rd., East Dist.,Hsin-Chu,Taiwan,R.O.C",03-6663319,IR@zyxelgroup.com,http://www.zyxelgroup.com,沈靜怡,資深經理,03-5788838 分機81820,ChinYi.Shen@zyxelgroup.com,http://www.zyxelgroup.com/stakeholder.php,https://www.zyxelgroup.com/IR/ch/governance.html,41.1853922
3705,永信國際投資控股股份有限公司,永信,生技醫療業,－,台北市松山區民權東路三段181號11樓,53004906,李芳信,簡志維,簡志維,總經理,王怡云,02-25450185,2011/01/03,2011/01/03,新台幣                 10.0000元,2664229830,266422983,0,0,合併,每年,董事會,元大證券股份有限公司,02-25865859,臺北市大安區敦化南路2段67號地下一樓,安侯建業聯合會計師事務所,趙敏如,吳佳翰,Y.S.H.,"11F., No. 181, Sec. 3, Minquan E. Rd.,Songshan Dist., Taipei City 105, Taiwan",02-25450586,ysh@yungshingroup.com,www.yungshingroup.com,簡志維,總經理,02-25450185,investor@yungshingroup.com,www.yungshingroup.com/category/main.aspx?r=5,http://www.yungshingroup.com/article/articles.aspx?r=100,26.6422983
3706,神達控股股份有限公司,神達,電腦及週邊設備業,－,桃園市龜山區文化二路202號,53677966,苗豐強,何繼武,何繼武,總經理,黃秀玲,(03)328-9000,2013/09/12,2013/09/12,新台幣                 10.0000元,12065567890,1206556789,0,0,合併,每年,董事會,中國信託商業銀行股份有限公司,(02)6636-5566,台北市重慶南路一段八十三號五樓,資誠聯合會計師事務所,劉倩瑜,李典易,MHC,"No. 202, Wenhua 2nd Rd., Guishan Dist., Taoyuan City 33383, Taiwan, R.O.C.Taoyuan City, Taiwan R.O.C",(03)327-6320,stock@mic.com.tw,www.mitac.com,許美惠,總監,(03)3289000,stock@mic.com.tw,https://www.mitac.com/zh-TW/stakeholders/index,https://www.mitac.com/zh-TW/corporate_governance/index,120.6556789
3711,日月光投資控股股份有限公司,日月光投控,半導體業,－,高雄市楠梓區經三路26號,29187308,張虔生,張洪本,吳田玉,營運長,董宏思,07-3617131,2018/04/30,2018/04/30,新台幣                 10.0000元,44221752320,4422175232,0,0,合併,每年,董事會,統一綜合證券(股)公司,02-27478266,台北市松山區東興路8號地下一樓,勤業眾信聯合會計師事務所,許凱甯,郭麗園,ASEH,"26, Chin 3rd Rd., Nanzih Dist.Kaohsiung, 811, Taiwan.",07-3613094,ir@aseglobal.com,www.aseglobal.com,項世傑,投資人關係長,02-66365678,ir@aseglobal.com,https://www.aseglobal.com/ch/csr/stakeholder-engagement/,https://www.aseglobal.com/ch/csr/,442.2175232
3714,富采控股股份有限公司,富采,光電業,－,新竹市東區自由路67號9樓之1,83202930,彭&#21452;浪,彭&#21452;浪,劉興嘉,副總經理,曾家煒,03-5679000,2021/01/06,2021/01/06,新台幣                 10.0000元,7379404600,737940460,70000000,0,合併,每年,董事會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,資誠聯合會計師事務所,李典易,周建宏,ENNOSTAR,"9F.-1, No. 67, Ziyou Rd., East Dist., Hsinchu City  , Taiwan (R.O.C.)Hsinchu 300, Taiwan, R.O.C",03-5779900,ir@Ennostar.com,http://www.ennostar.com,曾家煒,處長,03-5679000#339104,ir@Ennostar.com,https://www.ennostar.com/contact,https://www.ennostar.com/governance,73.794046
3715,定穎投資控股股份有限公司,定穎投控,電子零組件業,－,桃園市蘆竹區民權路50號6樓,90302792,黃銘宏,劉國瑾,劉國瑾,總經理,黃宇萍,03-3493300,2022/08/25,2022/08/25,新台幣                 10.0000元,2776745840,277674584,0,0,合併,每年,董事會,台新證券股務代理部,02-2504-8125,台北市建國北路一段96號B1,安永聯合會計師事務所,羅筱靖,張志銘,Dynamic Holding,"6F., No. 50, Minquan Rd., Luzhu Dist.,Taoyuan City 33846, Taiwan",03-3573300,jean_liu@dynamicpcb.com,https://www.dynaholding.com,劉國瑾,總經理,03-349 3300 #7721,jean_liu@dynamicpcb.com,https://www.dynaholding.com,https://www.dynaholding.com/csr/rule.html,27.7674584
4142,國光生物科技股份有限公司,國光生,生技醫療業,－,427台中市潭子區潭興路一段3號,33259508,詹啟賢,留忠正,潘飛,法務長,洪岳鵬,(04)25381220,1965/12/22,2012/05/03,新台幣                 10.0000元,4295077500,429507750,0,0,合併,每年,股東會,中國信託商業銀行 代理部,(02)6636-5566,100003台北市重慶南路一段83號5樓,資誠聯合會計師事務所,徐建業,劉美蘭,ADIM,"No.3, Sec. 1, Tanxing Rd., Tanzi TownshipTaichung County 427, Taiwan",(04)25382105,biz@adimmune.com.tw,http://www.adimmune.com.tw/,潘飛,法務長,02-27093833*5204,PeterFei_Pan@adimmune.com.tw,http://www.adimmune.com.tw/investors.php?catID=11,https://www.adimmune.com.tw/tw/investor/corporate,42.950775
4306,炎洲股份有限公司,炎洲,塑膠工業,－,臺北市內湖區行善路397號7樓,35894259,李書緯,李其政,張詠傑,財務處處長,黃敏萱,02-81706199,1978/03/07,2008/01/21,新台幣                 10.0000元,6792084670,679208467,0,0,合併,每年,董事會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,安永聯合會計師事務所,劉榮進,謝勝安,YC,"7F., No.397, Xingshan Rd., Neihu Dist., Taipei City 11469, TaiwanTaipei City , Taiwan, R.O.C.",02-87921311,anna87176@ycgroup.tw,https://www.ycgroup.tw/,林詠詩,高級專員,02-81706199,tiffany@achem.ycgroup.tw,http://www.ycgroup.tw/contact.php,https://www.ycgroup.tw/esg03_1.php,67.9208467
4414,如興股份有限公司,如興,紡織纖維,－,台北市松山區復興北路57號13樓之4,49744324,紀宗明,James Ian Harrison,許益瑞,執行副總經理,郭晏伶,02-27513111,1977/11/23,2004/09/06,新台幣                 10.0000元,2637957730,263795773,50156488,0,合併,每年,股東會,福邦證券股份有限公司,02-2371-1658,台北市中正區忠孝西路一段6號6樓,信永中和聯合會計師事務所,陳光慧,郭鎮宇,ROO HSING,"4-13TH FLOOR, NO.57, FUXING NORTH ROAD,SONGSHAN DISTRICT, TAIPEI CITY, TAIWAN",02-27405567,ir@tw.roohsing.com,http://www.roohsing.com.tw,許益瑞,執行副總經理,02-27513111,ir@tw.roohsing.com,http://www.roohsing.com.tw/zh-tw/shareholder_interested_parties.php,https://www.roohsing.com.tw/zh-tw/corporate_board_directors.php,26.3795773
4526,東台精機股份有限公司,東台,電機機械,－,高雄市路竹區路科三路三號,88120872,嚴瑞雄,嚴瑞雄,嚴璐,副總,嚴琳,07-9761588,1969/01/09,2003/09/15,新台幣                 10.0000元,2548264610,254826461,0,0,合併,每年,股東會,台新綜合證券股份有限公司,02-25048125,台北市中山區建國北路一段96號B1,勤業眾信聯合會計師事務所,劉裕祥,郭麗園,TONGTAI,"NO.3,LUKE 3RD., KAOHSIUNG SCIENCE PARK, LUZHU DISTKAOHSIUNG CITY,82151,TAIWAN,R.O.C",07-9761591,tongtai-group@tongtai.com.tw,http://www.tongtai.com.tw/,郭珮甄,經理,07-9761588,ir@tongtai.com.tw,http://www.tongtai.com.tw/tw/stakeholder.php,https://www.tongtai.com.tw/tw/7.4.1.php,25.4826461
4532,瑞智精密股份有限公司,瑞智,電機機械,－,桃園市觀音區成功路二段943號,23603284,陳盛沺,馮明法,柯志成,副總經理,余中原,(03)4837201,1989/12/19,2003/08/04,新台幣                 10.0000元,5048951050,504895105,0,0,合併,每年,董事會,元大證券股份有限公司股務代理部,(02)25865859,台北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,鄭欽宗,張青霞,RECHI,"No. 943,Cheng Kung Rd.,Sec.2,Guanyin Dist,Taoyuan City,Taiwan,R.O.C",(03)4839794,financial@rechi.com,www.rechi.com,柯志成,副總經理,(03)4837201-171,justin@rechi.com,https://www.rechi.com/Stakeholder/connection,https://www.rechi.com/IR/managecompany_8,50.4895105
4904,遠傳電信股份有限公司,遠傳,通信網路業,－,台北市瑞光路468號5樓,97179430,徐旭東,井琪,賴晴風,資深協理,林慧珊,(02)7723-5000,1997/04/11,2005/08/24,新台幣                 10.0000元,36057053570,3605705357,93440600,0,合併,每年,股東會,亞東證券股份有限公司,(02)77531699,新北市板橋區新站路16號13樓,勤業眾信聯合會計師事務所,趙永祥,邵志明,Far EasTone　,"5F., No. 468, Ruiguang Rd., Taipei CityTaipei, Taiwan",(02)7723-5199,PR@fareastone.com.tw,www.fareastone.com.tw,賴晴風,資深協理,(02)77235000,ir@fareastone.com.tw,https://corporate.fetnet.net/content/corp/tw/CSR/Stakeholder/Stakeholder.html,https://corporate.fetnet.net/content/corp/tw/CSR/Governance/Governance.html,360.5705357
4906,正文科技股份有限公司,正文,通信網路業,－,新竹縣湖口鄉新竹工業區中華路15-1號,22960571,陳鴻文,李榮昌,楊正任,執行董事,林家婕,03-5985535,1988/06/29,2003/06/30,新台幣                 10.0000元,4277416040,427741604,0,0,合併,每年,股東會,永豐金證券股份有限公司,02-23816288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,方涵妮,楊靜婷,GEMTEK　,"No.15-1, Zhonghua Rd, Hsinchu Industrial Park , Hsinchu County, Taiwan,R.O.C.Hukuo, Jsinchen Hsien, Taiwan",03-5972103,ru_lu@gemteks.com,www.gemteks.com,林家婕,投資人關係,03 598-5535,jasmine_lin@gemteks.com,https://www.gemteks.com/ir/contact,https://www.gemteks.com/ir/organization,42.7741604
4915,致伸科技股份有限公司,致伸,電子零組件業,－,台北市內湖區瑞光路669號,28006928,潘永中,潘永中,蕭英怡,財務暨資訊總經理,曾雅蘭,(02)2798-9008,2006/03/20,2012/10/05,新台幣                 10.0000元,4672538240,467253824,0,0,合併,每年,股東會,永豐金證券股份有限公司,(02)2381-6288,台北市中正區博愛路17 號3樓,安侯建業聯合會計師事務所,洪士剛,傅泓文,Primax,"No.669, Ruey Kung Road, NeihuTaipei, Taiwan, R.O.C.",(02)8798-7675,IR@primax.com.tw,www.primax.com.tw,蕭英怡,財務暨資訊總經理,(02)2798-9008,YY.Hsiao@primax.com.tw,https://www.primax.com.tw/investors/company-overview,https://www.primax.com.tw/investors/corporate-governance/governance-updates,46.7253824
4919,新唐科技股份有限公司,新唐,半導體業,－,新竹科學園區研新三路4號,28112646,蘇源茂,楊欣龍,賴秀芬,副總經理,詹為雄,(03)5770066,2008/04/09,2010/09/27,新台幣                 10.0000元,4197652680,419765268,0,0,合併,每年,董事會,中國信託商業銀行(股)公司代理部,(02)6636-5566,台北市重慶南路一段83號5樓,勤業眾信會計師事務所,洪國田,劉書琳,NTC,"No. 4 , Creation Rd. Ⅲ,Hsinchu Science Park, Taiwan, R.O.C.",(03)6675213,InvestorRelation@nuvoton.com,www.nuvoton.com,詹為雄,處長,(03)5770066ext.22007,WHCHAN@nuvoton.com,www.nuvoton.com,https://www.nuvoton.com/about-nuvoton/investors/corporate-governance/board-resolution/,41.9765268
4938,和碩聯合科技股份有限公司,和碩,電腦及週邊設備業,－,台北市北投區立功街76號5樓,28689155,童子賢,鄭光志/鄧國彥,謝如蕙,財務長,陳瑩,02-81439001,2007/06/27,2010/06/24,新台幣                 10.0000元,26631576030,2663157603,0,0,合併,每年,董事會,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段2號5樓,安侯建業聯合會計師事務所,池世欽,陳俊光,Pegatron,"5F, No. 76, Ligong St., BeitouTaipei, Taiwan",02-28939366,ir@pegatroncorp.com,www.pegatroncorp.com,陳瑩,副理,02-81439001,ir@pegatroncorp.com,http://www.pegatroncorp.com/csr/view/id/5/lang/zh_TW,https://www.pegatroncorp.com/investorRelation%2Fview%2Fid%2F4%2Flang%2Fzh_TW,266.3157603
4958,臻鼎科技控股股份有限公司,臻鼎-KY,電子零組件業,KY,桃園市大園區三石里三和路28巷6號,26392564,沈慶芳,簡禎富,凌惇,資深經理,黃美玉,(03)383-5678,2006/06/05,2011/12/26,新台幣                 10.0000元,9858205330,985820533,0,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市忠孝西路一段6號6樓,資誠聯合會計師事務所,徐聖忠,徐潔如,ZDT,"P.O. Box 31119, Grand Pavilion Hibiscus Way, 802 West Bay Road, Grand Cayman,Cayman Islands",(03)383-0011,zdt-ir@zdtco.com,www.zdtco.com,凌惇,資深經理,(03)383-0101,zdt-ir@zdtco.com,www.zdtco.com/tw/investor,www.zdtco.com/tw/investor,98.5820533
4960,誠美材料科技股份有限公司,誠美材,光電業,－,74148台南市善化區木柵港西路13號,27790294,宋妍儀,尚待董事會委任,林佩儀,經管處長,楊朝智,(06)5889988,2005/05/17,2011/10/24,新台幣                 10.0000元,5717053880,571705388,0,0,合併,每半會計年度,董事會,群益金鼎證券股份有限公司,(02)2702-3999,台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,吳建志,廖阿甚,CMMT,"NO.13, Muzhagang West Rd.,Shanhua Dist., Tainan City, Taiwan",(06)5091010,cmmt_ir@cmmt.com.tw,www.cmmt.com.tw,林佩儀,經管處長,(06)5889988,cmmt_ir@cmmt.com.tw,http://www.cmmt.com.tw/stakeholder.php?lang=zh,https://www.cmmt.com.tw/corporate6.php?lang=zh,57.1705388
5007,三星科技股份有限公司,三星,鋼鐵工業,－,台南市歸仁區南興里中山路三段355-6號1F,68040606,柯吉源,陳信志,許春宵,經理,陳俊榮,(06)2306611,1965/07/02,2011/09/16,新台幣                 10.0000元,2949401540,294940154,0,0,合併,每年,董事會,元富證券股份有限公司,(02)27686668,台北市松山區光復北路11巷35號地下一樓,安永聯合會計師事務所,洪國森,陳政初,SAN SHING 　　,"1F,355-6,SEC.3,CHUNG SHAN ROAD,KUEI-JEN DISTRICT,　TAINAN CITY,TAIWAN,R.O.C.　",(06)2306000,lwb@mail.sanshing.com.tw,www.sanshing.com.tw,許春宵,經理,(06)2306611-252,sws@mail.sanshing.com.tw,http://www.sanshing.com.tw/company8.html,https://www.sanshing.com.tw/investor6.html,29.4940154
5388,中磊電子股份有限公司,中磊,通信網路業,－,台北市南港區園區街3-1號8樓,86690573,王煒,林斌,陳正弘,發言人,鄭吉利,02-2655-3988,1992/07/29,2007/12/03,新台幣                 10.0000元,3000495420,300049542,0,0,合併,每年,董事會,台新綜合證券股務代理部,02-2504-8125,台北市中山區建國北路一段96號B1,資誠聯合會計師事務所,文雅芳,顏裕芳,Sercomm,"8F., No. 3-1, Yuanqu St., Nangang Dist.,Taipei City 115, Taiwan (R.O.C.)",02-2655-3966,ir@sercomm.com,www.sercomm.com,陳正弘,發言人,02-2655-3988,ir@sercomm.com,https://www.sercomm.com/tw/sustainability,https://www.sercomm.com/tw/investor/governance,30.0049542
5469,瀚宇博德股份有限公司,瀚宇博,電子零組件業,－,桃園市觀音區樹林里工業四路9號,23225071,焦佑衡,陶正國,簡佩琪,處長,黃建樺,(03)4838500,1989/03/22,2003/08/25,新台幣                 10.0000元,4861660000,486166000,0,0,合併,每年,股東會,瀚宇博德股份有限公司股務辦事處,(02)27905885,台北市內湖區行善路398號8樓,勤業眾信聯合會計師事務所,吳恪昌,張至誼,HSB,"No. 9, Gongye 4th Rd., Guanyin Dist., 　　Taoyuan City 32853,Taiwan (R.O.C.)　　",(03)4838400,Fnc@hannstarboard.com,http://tw.hannstarboard.com/,陳芊妤,副理,(02)27232755#212591,Fnc@hannstarboard.com,http://tw.hannstarboard.com/investor_relations/,https://tw.hannstarboard.com/operating/,48.6166
5521,工信工程股份有限公司,工信,建材營造,－,台北市市民大道四段102號8樓,3028404,潘瑩娟,丁承之,李桂潀,公司治理主管,黃麗宛,(02)27514188,1947/02/01,2012/12/18,新台幣                 10.0000元,4922801550,492280155,0,0,合併,每年,股東會,台新綜合證券股務代理部,02-2504-8125,台北市中山區建國北路一段96號B1,資誠聯合會計師事務所,林瑟凱,文雅芳,KSECO　　,"CIVIL  BOULEVARD. Sec.4,102,8F　　Taipei  Taiwan  R.O.C.　　",(02)27218027,kseco@kseco.com.tw,http://www.kseco.com.tw,阮彥萍,專員,2751-4188#508,kseco@kseco.com.tw,https://www.kseco.com.tw/tc/stakeholder.aspx,https://www.kseco.com.tw/tc/regulations.aspx,49.2280155
5522,遠雄建設事業股份有限公司,遠雄,建材營造,－,台北市信義區基隆路一段200號16樓,4673318,趙文嘉,王耀堂,謝清林,副總經理,許鴻璋,2723-9999,1978/08/09,2007/08/06,新台幣                 10.0000元,7815962410,781596241,0,0,合併,每半會計年度,董事會,元大證券股份有限公司,2586-5859,台北市大安區敦化南路2段67號地下一樓,資誠聯合會計師事務所,楊蕙慈,張淑瓊,Farglory,"16F No.200, Keelung Rd. Sec 1Taiwan, Taipei　　",2729-1519,b3576@farglory.com.tw,http://www.farglory-land.com.tw/,謝清林,副總經理,2723-9999,b3576@farglory.com.tw,https://www.farglory-land.com.tw/esg/matrix-of-major-issues/,https://www.farglory-land.com.tw/investors/#corporate,78.1596241
5525,順天建設股份有限公司,順天,建材營造,－,台中市文心路二段201號3樓,22764965,柯興樹,林丙申,林丙申,總經理,沈琬雯,04-22595777,1987/11/28,2004/11/26,新台幣                 10.0000元,2972947460,297294746,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27035000,台北市大安區敦化南路二段97號B2,建智聯合會計師事務所,陳靜宜,廖年傑,SWEETEN　,"3F.NO201.SEC.2, RD.WEN HSIN .TAICHUNG.TAIWAN.ROC.　　",04-22581901,sweeten@sweeten.com.tw,www.sweeten.com.tw,林丙申,總經理,04-22595777,sweeten@sweeten.com.tw,www.sweeten.com.tw,https://www.sweeten.com.tw/investors/,29.7294746
5531,鄉林建設事業股份有限公司,鄉林,建材營造,－,台中市西區台灣大道二段408號,23641822,賴正鎰,方偉民,洪勝義,特別助理,無,04-23227777,1990/05/29,2005/01/31,新台幣                 10.0000元,10775892450,977589245,0,100000000,合併,每年,股東會,富邦綜合證券股份有限公司,02-23611300,台北市許昌街17號11樓,國富浩華聯合會計師事務所,洪淑芬,蕭又文,Shining,"No.408,sec.2,Taiwan Blvd.,West Dist.,Taichung City ,Taiwan (R.O.C.)",04-23226080,ac-peggy@shininggroup.com.tw,http://www.shininggroup.com,陳重元,財務長,04-23227777,barry0937@gmail.com,https://shininggroup.com/social_responsibility/stakeholder,https://shininggroup.com/social_responsibility/governance,107.7589245
5533,皇鼎建設開發股份有限公司,皇鼎,建材營造,－,台北市敦化南路一段294號3樓,23988653,劉信雄,曹羅方,曹羅方,總經理,鄭燕芬,27025887,1991/04/20,2008/04/30,新台幣                 10.0000元,2852449440,285244944,0,0,合併,每年,董事會,台新綜合證券(股)股務代理部,25048125,台北市建國北路一段96號地下1樓,勤業眾信聯合會計師事務所,謝明忠,呂宜真,FOUNDING　　,"3F, 294 , Tun Tua S. Rd. , Sec 1　　Taipei,Taiwan　　",27073554,founding@founding.com.tw,www.founding.com.tw,曹羅方,總經理,27025887-224,raphael@founding.com.tw,https://www.founding.com.tw/stakeholder.php,https://www.founding.com.tw/investor05.php,28.5244944
5534,長虹建設股份有限公司,長虹,建材營造,－,台北市北平東路30號11樓,4633597,李文造,李耀中,陳茂慶,財務長,聶淑雯,02-2396-3280,1975/12/04,2004/05/24,新台幣                 10.0000元,2903259600,290325960,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,(02)2703-5000,(106)台北市敦化南路二段97號B2,安侯建業聯合會計師事務所,許明芳,傅泓文,CHONG HONG,"11F., No.30, Beiping E. Rd., Zhongzheng Dist.,Taipei 100, Taiwan, R.O.C.　",02-2396-9808,fin@chonghong.com.tw,http://www.chonghong.com.tw,陳茂慶,財務長&發言人,02-2396-3280,fin@chonghong.com.tw,http://www.chonghong.com.tw,https://chonghong.com.tw/corporate-governance,29.032596
5607,遠雄自貿港投資控股股份有限公司,遠雄港,航運業,－,台北市信義區基隆路1段200號23樓之1,86121030,葉鈞耀,賴嘉玲,許厥偉,經理,李玉屏,03-3992888,1991/06/24,2004/12/02,新台幣                 10.0000元,3632871700,363287170,0,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,台北市大安區敦化南路2段67號地下一樓,資誠聯合會計師事務所,支秉鈞,廖福銘,Farglory FTZ 　,"101 Hangsiang Road  DayuanTaoyuan,Taiwan R.O.C.　",03-3938505,joseph.hsu@ftz.com.tw,http://www.ftz.com.tw,許厥偉,經理,033992888-15300,joseph.hsu@ftz.com.tw,http://www.ftz.com.tw,https://www.ftz.com.tw/investors/message/8/,36.328717
5608,四維航業股份有限公司,四維航,航運業,－,台北市105松山區復興北路167號16樓,12551801,藍心琪,藍心琪,許綱倫,財務長,劉知卿,02-87121888,1985/03/11,2003/08/25,新台幣                 10.0000元,3892716140,389271614,0,0,合併,每年,董事會,兆豐證券股份有限公司股務代理部,02-33930898,台北市忠孝東路二段95號1樓,安侯建業聯合會計師事務所,池世欽,曾國禓,S. W.,"16F. NO. 167, FUSING N. RD.,TAIPEI, TAIWAN, R.O.C.",02-87127598,accounting@swnav.com.tw,www.swnav.com.tw,林芳儀,協理,02-87121888,investor@swnav.com.tw,www.swnav.com.tw/stakeholders,https://www.swnav.com.tw/govern/corporate,38.9271614
5871,中租控股股份有限公司,中租-KY,其他,KY,台北市內湖區瑞光路362號(訴訟及非訟代理人聯絡處),26389569,陳鳳龍,陳鳳龍,廖英智,執行副總經理,陳文正,02-87526388,2009/12/24,2011/12/13,新台幣                 10.0000元,18614211610,1711421161,0,150000000,合併,每年,股東會,群益金鼎證券股務代理部,02-27023999,(106)台北巿大安區敦化南路2 段97 號B2,安侯建業聯合會計師事務所,許淑敏,吳趙仁,Chailease,"No. 362 Rueiguang Rd., Neihu Dist.,Taipei, Taiwan",02-87526280,PRD@chailease.com.tw,http://www.chaileaseholding.com/,樊梅芳,副總經理,02-87526388 ext72529,ir@chailease.com.tw,https://www.chaileaseholding.com/CSR/RelatedMeeting,https://www.chaileaseholding.com/CorporateGovernance,186.1421161
5876,上海商業儲蓄銀行股份有限公司,上海商銀,金融保險業,－,台北市中山區民權東路一段2號,3036306,李慶言,郭進一,呂紹宇,副總經理,陳嘉鴻,02-25817111,1954/09/09,2018/10/19,新台幣                 10.0000元,48616031400,4861603140,0,0,合併,每年,股東會,華南永昌綜合證券股務代理部,02-27186425,台北市民生東路四段54號四樓,資誠聯合會計師事務所,郭柏如,吳偉臺,SCSB,"No. 2, Sec. 1, Minquan E. Rd.,TAIPEI, TAIWAN, R.O.C.",02-66082668,service@scsb.com.tw,www.scsb.com.tw,謝依玲,副理,02-25817111#59255,ir@scsb.com.tw,https://www.scsb.com.tw/content/about/about09_j.html,https://www.scsb.com.tw/content/about/about09_d.html,486.160314
5880,合作金庫金融控股股份有限公司,合庫金,金融保險業,－,"臺北市松山區長安東路二段225號17樓,19樓",53021433,林衍茂,蘇佐政,陳幼婉,副總經理,黃鈴翠,(02)2173-8888,2011/12/01,2011/12/01,新台幣                 10.0000元,152242105960,15224210596,0,0,合併,每年,股東會,元大證券股份有限公司,02-2586-5859,臺北市大安區敦化南路2段67號B1,勤業眾信聯合會計師事務所,陳盈州,林旺生,TCFHC,"17F,19F,  No.225, Sec. 2, Chang'an E. Rd., Songshan Dist.,Taipei City,Taiwan,R.O.C",(02)2731-3677,spokesman@tcfhc.com.tw,www.tcfhc.com.tw,蔡雅芬,公共關係組組長,(02)21738888#5106,YAFEN@tcfhc.com.tw,http://www.tcfhc.com.tw/corporate_governance/interested_parties/,https://www.tcfhc.com.tw/governance/governance,1522.4210596
6005,群益金鼎證券股份有限公司,群益證,金融保險業,－,台北市民生東路三段156號14樓之3,22956035,周秀真,李文柱,周賢陽,副總經理,蔡文娟/黃啟明,8789-8888,1988/06/21,2005/11/21,新台幣                 10.0000元,21709080970,2170908097,0,0,合併,每年,股東會,群益金鼎證券股務代理部,(02)2702-3999,台北市大安區敦化南路二段97號地下二樓,安侯建業聯合會計師事務所,吳政諺,陳奕任,CSC,"14F.-3, No. 156, Sec. 3, Minsheng E. Rd.,Taipei City 10596, Taiwan, R.O.C",8789-2940,spokesman@capital.com.tw,WWW.CAPITAL.COM.TW,周賢陽,副總經理,8789-8888,spokesman@capital.com.tw,https://www.capital.com.tw/Capitalgroup/stakeholder/stakeholder.asp?xy=16&xt=16,https://www.capital.com.tw/web/#/about/legal-disclaimer/legal-disclaimer,217.0908097
6116,瀚宇彩晶股份有限公司,彩晶,光電業,－,台北市內湖區行善路168巷15號4樓,16450500,焦佑麒,焦佑麒,邱博興,副總經理,簡宏毅資深處長,02-55550077,1998/06/18,2004/09/06,新台幣                 10.0000元,29403288510,2940328851,0,0,合併,每年,股東會,瀚宇彩晶股份有限公司股務辦事處,02-27905885,台北市內湖區行善路398號8樓,資誠聯合會計師事務所,廖福銘,林永智,Hannstar　　,"4F., No. 15, Ln. 168, Xingshan Rd., Neihu Dist.,Taipei City 114762, Taiwan, R.O.C.　　",02-55525263,ir@hannstar.com,www.hannstar.com,簡宏毅,資深處長,02-55550077,ir@hannstar.com,https://www.hannstar.com/investors/contacts,https://www.hannstar.com/sustainability/governance,294.0328851
6120,達運精密工業股份有限公司,達運,光電業,－,新竹縣湖口鄉光復北路20-1號,23504361,蔡國新,黃勝凱,荊國泰,財務長,林婉茹,03-5668000,1989/10/13,2006/09/13,新台幣                 10.0000元,5989996020,598999602,0,0,合併,每年,董事會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,陳燕慧,陳政學,DARWIN,"No.20-1, Guangfu N. Rd., Hukou Township,Hsinchu County, Taiwan, R.O.C.",03-5668088,ir@darwinprecisions.com,www.darwinprecisions.com,荊國泰,財務長,03-5668000,ir@darwinprecisions.com,https://www.darwinprecisions.com/zh-tw/responsibility-3.php,https://www.darwinprecisions.com/zh-tw/investors-1-0.php,59.8999602
6142,友勁科技股份有限公司,友勁,通信網路業,－,台北市內湖區新湖三路275號2F,22099744,吳宗哲,鄭吉智,鄭吉智,總經理,蘇慧嫈,02-773-63000,1991/03/11,2003/08/04,新台幣                 10.0000元,3307792150,330779215,101100000,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-2702-3999,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,辛郁婷,簡思娟,CAMEO,"2F., No.275, Xinhu 3rd Rd.Neihu Dist.,Taipei City 114, Taiwan",02-2796-0610,ir@cameo.com.tw,www.cameo.com.tw,鄭吉智,總經理,02-773-63000,Investors@cameo.com.tw,https://www.cameo.com.tw/home/investor/#cooperation,https://www.cameo.com.tw/home/company/company-management/,33.0779215
